surface,atmosphere,logZ,chi2_red,ΔlnZ,bayes_factor
albite_dust,bare_rock,-63.79383864785626,8.445133173062848,-51.09310546550931,6.464668102724617e-23
andesite,bare_rock,-19.147988327200895,1.7819923263255522,-6.447255144853942,0.001584866432604492
basalt_glass,bare_rock,-14.047889395028411,1.300510252157597,-1.3471562126814582,0.25997853406031607
basalt_large,bare_rock,-15.293562513812896,1.5475933880674209,-2.5928293314659427,0.07480808351442972
basalt_small,bare_rock,-16.362717308948987,1.658219357591529,-3.661984126602034,0.02568150678118191
basalt_tuff,bare_rock,-14.32292156959524,1.3996438584056734,-1.6221883872482863,0.19746609362087378
diorite,bare_rock,-15.71208809976226,1.6354218563527103,-3.011354917415307,0.04922493783091402
gabbro,bare_rock,-14.23897840337395,1.3151599298742107,-1.5382452210269975,0.21475762313554267
granite,bare_rock,-15.24246365411983,1.4843286010090897,-2.541730471772876,0.0787300417279255
harzburgite,bare_rock,-17.942460221916914,1.870486024211042,-5.241727039569961,0.005291110982482503
hematite,bare_rock,-12.700733182346953,1.197844058712819,0.0,1.0
lherzolite,bare_rock,-15.101076568581407,1.4259798500828107,-2.4003433862344536,0.09068680734088615
lunar_anorthosite,bare_rock,-25.002917851516962,3.2048586629404796,-12.302184669170009,4.54181126161523e-06
lunar_marebasalt,bare_rock,-15.646076091026522,1.52321351158265,-2.945342908679569,0.05258402520568859
magnesium_sulphate,bare_rock,-59.13193550763214,8.016726970594211,-46.43120232528519,6.842031069827601e-21
mars_basalticshergottite,bare_rock,-14.49881069118826,1.384148346961069,-1.7980775088413061,0.1656169795386354
mars_breccia,bare_rock,-28.868439075158452,2.7452682242492212,-16.167705892811497,9.51600246179101e-08
norite,bare_rock,-14.751729237280486,1.395753295731587,-2.050996054933533,0.12860674039135594
phonolite,bare_rock,-14.078836912432868,1.300165481034514,-1.3781037300859147,0.2520560665050543
pyrite,bare_rock,-13.225966528493972,1.255157530550408,-0.5252333461470187,0.5914173433057596
rhyolite,bare_rock,-17.310181230955024,1.9780582086601959,-4.609448048608071,0.009957312744007017
syenite,bare_rock,-14.607947443150037,1.6292697181952869,-1.9072142608030838,0.14849347504389493
tephrite,bare_rock,-13.144147213392564,1.2097717374101948,-0.44341403104561117,0.6418414097974122
tholeiitic_basalt,bare_rock,-24.748366193766632,2.3132573727974903,-12.047633011419679,5.858405962564639e-06
trachy_andesite,bare_rock,-15.312894254348729,1.8345438464443087,-2.6121610720017756,0.07337580190743735
trachy_basalt,bare_rock,-14.07901553793629,1.3762477736879903,-1.3782823555893362,0.2520110468842303
trachyte,bare_rock,-15.394235081530459,1.8531902665842992,-2.693501899183506,0.06764364290225931
ultramafic,bare_rock,-21.221236667410118,2.7989169502420155,-8.520503485063164,0.0001993390358668727
greybody,001bar_CO2,-34.54187773842338,5.005890040766253,-21.874207616771955,3.1633870763392643e-10
greybody,01bar_CO2,-59.36748341029574,8.403547692189099,-46.699813288644314,5.2303262897623194e-21
greybody,1bar_CO2,-72.69798760466404,10.127522906792748,-60.03031748301261,8.495019306631617e-27
greybody,10bar_CO2,-53.66807801490157,5.947975135094349,-41.00040789325014,1.5622448302352668e-18
greybody,100bar_CO2,-37.339824810492274,3.6122702674009695,-24.67215468884085,1.9276108491601425e-11
greybody,001bar_H2O,-12.503542568025287,1.3949381808335795,0.16412755362614107,1.1783646101861218
greybody,01bar_H2O,-12.268213010089156,1.2363340522864819,0.39945711156227226,1.4910150230631738
greybody,1bar_H2O,-12.205638965446061,1.2244126355310259,0.4620311562053665,1.587294756536615
greybody,10bar_H2O,-12.199301971208854,1.2226432321982204,0.46836815044257385,1.5973853725816003
greybody,100bar_H2O,-12.144967514293663,1.2277924519764933,0.5227026073577647,1.68657965837631
greybody,001bar_SO2,-100.0905567119264,10.366138356576576,-87.42288659027497,1.0782581806630516e-38
greybody,01bar_SO2,-113.05639481798062,13.076095689091957,-100.38872469632919,2.521917173498388e-44
greybody,1bar_SO2,-131.99910260309554,15.25720754544692,-119.33143248144411,1.4962954513133117e-52
greybody,10bar_SO2,-141.435525367159,16.219268894807257,-128.76785524550755,1.1935236259987027e-56
greybody,100bar_SO2,-150.48238589855245,16.5008420259878,-137.814715776901,1.4054953497384612e-60
greybody,001bar_CH4,-25.795199463955843,2.454997128651242,-13.127529342304415,1.989694711497431e-06
greybody,01bar_CH4,-23.670571274256247,2.2233568566779267,-11.002901152604819,1.6653316826061044e-05
greybody,1bar_CH4,-20.746423602986823,1.9275852807685705,-8.078753481335395,0.00031005728682894566
greybody,10bar_CH4,-19.304730649307867,1.80365665086488,-6.637060527656439,0.0013108748664916686
greybody,100bar_CH4,-18.82460453459281,1.7590823967125526,-6.156934412941384,0.0021187385034693784
greybody,001bar_N2_1000ppm_CO2,-17.369951451702985,2.421327640977179,-4.702281330051557,0.009074551422762417
greybody,01bar_N2_1000ppm_CO2,-20.350372211135817,3.2034440311773347,-7.682702089484389,0.0004607282862533932
greybody,1bar_N2_1000ppm_CO2,-42.41605511486796,5.473007097370758,-29.748384993216533,1.2034846403872276e-13
greybody,10bar_N2_1000ppm_CO2,-69.85616125523661,8.891874834100825,-57.18849113358519,1.4566455026577775e-25
greybody,100bar_N2_1000ppm_CO2,-88.70469988991188,10.658061786667476,-76.03702976826045,9.495931023488062e-34
greybody,001bar_N2_1000ppm_H2O,-15.109785610110517,1.937981530804687,-2.4421154884590894,0.08697665858427564
